Abiotrophia	k__Bacteria	p__Firmicutes	c__	o__	f__	g__Abiotrophia	s__
Acetivibrio	k__Bacteria	p__Firmicutes	c__	o__	f__	g__Acetivibrio	s__
Acetobacterium	k__Bacteria	p__Firmicutes	c__	o__	f__	g__Acetobacterium	s__
Acetobacter	k__Bacteria	p__Proteobacteria	c__	o__	f__	g__Acetobacter	s__
Acetonema	k__Bacteria	p__Firmicutes	c__	o__	f__	g__Acetonema	s__
Acholeplasma	k__Bacteria	p__Tenericutes	c__	o__	f__	g__Acholeplasma	s__
Achromobacter	k__Bacteria	p__Proteobacteria	c__	o__	f__	g__Achromobacter	s__
Acidaminococcus	k__Bacteria	p__Firmicutes	c__	o__	f__	g__Acidaminococcus	s__
Acidovorax	k__Bacteria	p__Proteobacteria	c__	o__	f__	g__Acidovorax	s__
Aciduliprofundum	k__Bacteria	p__Euryarchaeota	c__	o__	f__	g__Aciduliprofundum	s__
Acinetobacter	k__Bacteria	p__Proteobacteria	c__	o__	f__	g__Acinetobacter	s__
Actinobacillus	k__Bacteria	p__Proteobacteria	c__	o__	f__	g__Actinobacillus	s__
Actinomyces	k__Bacteria	p__Actinobacteria	c__	o__	f__	g__Actinomyces	s__
Actinoplanes	k__Bacteria	p__Proteobacteria	c__	o__	f__	g__Actinoplanes	s__
Aerococcus	k__Bacteria	p__Firmicutes	c__	o__	f__	g__Aerococcus	s__
Aeromonas	k__Bacteria	p__Proteobacteria	c__	o__	f__	g__Aeromonas	s__
Aggregatibacter	k__Bacteria	p__Proteobacteria	c__	o__	f__	g__Aggregatibacter	s__
Akkermansia	k__Bacteria	p__Verrucomicrobia	c__	o__	f__	g__Akkermansia	s__
Albidiferax	k__Bacteria	p__Proteobacteria	c__	o__	f__	g__Albidiferax	s__
Alicycliphilus	k__Bacteria	p__Proteobacteria	c__	o__	f__	g__Alicycliphilus	s__
Alistipes	k__Bacteria	p__Bacteroidetes	c__	o__	f__	g__Alistipes	s__
Alkaliphilus	k__Bacteria	p__Firmicutes	c__	o__	f__	g__Alkaliphilus	s__
Alteromonas	k__Bacteria	p__Proteobacteria	c__	o__	f__	g__Alteromonas	s__
Aminomonas	k__Bacteria	p__Synergistetes	c__	o__	f__	g__Aminomonas	s__
Anaerobaculum	k__Bacteria	p__Synergistetes	c__	o__	f__	g__Anaerobaculum	s__
Anaerococcus	k__Bacteria	p__Firmicutes	c__	o__	f__	g__Anaerococcus	s__
Anaerofustis	k__Bacteria	p__Firmicutes	c__	o__	f__	g__Anaerofustis	s__
Anaeromyxobacter	k__Bacteria	p__Proteobacteria	c__	o__	f__	g__Anaeromyxobacter	s__
Anaerostipes	k__Bacteria	p__Firmicutes	c__	o__	f__	g__Anaerostipes	s__
Anaerotruncus	k__Bacteria	p__Firmicutes	c__	o__	f__	g__Anaerotruncus	s__
Arcanobacterium	k__Bacteria	p__Actinobacteria	c__	o__	f__	g__Arcanobacterium	s__
Arthrobacter	k__Bacteria	p__Actinobacteria	c__	o__	f__	g__Arthrobacter	s__
Asticcacaulis	k__Bacteria	p__Proteobacteria	c__	o__	f__	g__Asticcacaulis	s__
